Artist,song,lyrics
Justin Timberlake,oh no what you got,"You're sneaky
From the corner of my eye I saw you eyeing me
I know that you're watching
Tell me
What would you do if I encouraged you
To get next to me
When nobody's watching
The way your body keeps moving
Is something that makes me weak
Let's start our own little secrets
For just you and me to keep
Too late to come off shy now
You've already gone this far
So baby make your move, take charge
Show me what you got for me
Oh no (Girl)
Is that your hands, (your hands)
Rubbing on me
Oh no (Girl)
Is that your hands, (your hands)
Feeling on me
Oh no (Girl)
Is that your hands, (your hands)
Rubbing on me
If so (Girl)
If that's your hands, (your hands), then tell me what you got for me
Baby, I can tell that you want to do more
Than just dance with me
And I don't mind you flirting
But honestly
Do you really want to spend the whole night
Passing looks at me
(Looks at me)
Come over here and get to working
The way your body keeps moving
Is something that makes me weak
(Makes me weak)
Let's start our own little secrets (Yea)
For just you and me to keep
(Us to keep)
Too late to come off shy now
You've already gone this far
So baby make your move, take charge (Ooh)
Show me what you got for me
Oh no
(Girl)
Is that your hands, (your hands), rubbing on me
Oh no
(Girl)
Is that your hands, (your hands), feeling on me
Oh no
(Girl)
Is that your hands, (your hands), rubbing on me
If so
(Girl)
If that's your hands, (your hands)
Then tell me what you got for me
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh no (Oh no) (Girl)
Is that your hands, (your hands), rubbing on me
Oh no (No) (Girl)
Is that your hands, (your hands), feeling on me
Oh no (Girl)
Is that your hands, (your hands), rubbing on me (Rubbing on me)
If so (Girl)
If that's your hands, (If that's your hands)
Then tell me what you got for me
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
(What you got)
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh no
Your hands
Feeling on me
Oh no
Your hands
Rubbing on me"
Justin Timberlake,only when I walk away,"Girl this little game you play
Don't stop 'till you run too far
So what's a man like me to say?
With a bullet laying in my heart
Damn girl, we go from so hot to so cold
What am I gonna do about this damn love
Is that shit in sync or insane, love
I guess that's the way we play it
She loves me now
She loves me not
She loves me now
But only when I walk away
She loves me now
She loves me not
She loves me now
But only when I walk away
What's that, baby, what you say?
You the one to light up this torch
'Cause I'm burning down all the way
Burn it down 'til there ain't no more
Damn love, how did the sound get so amped up
Turn off and silence this damn love
Is that shit insane or in sync, girl
I guess that's the way we play it
She loves me now
She loves me not
She loves me now
But only when I walk away
She loves me now
She loves me not
She loves me now
But only when I walk away
You should see the look on your face
Baby when I finish what you start
but I can't hear a word you say
With a bullet laying in your heart
Damn love, how did this shit get out of my hands love
I laid you to rest you said damn love
This shit's insane, it's insane love
Ain't that the way we play it
She loves me now
She loves me not
She loves me now
But only when I walk away
She loves me now
She loves me not
She loves me now
But only when I walk away
But only when I walk away
But only when I walk away
But only when I walk away
Only when I walk away
But only when I walk away
But only when I walk away
But only when I walk away
But only when I walk away
She loves me now
She loves me not
She loves me now
But only when I walk away
She loves me now
She loves me not
She loves me now
But only when I walk away
Only when I walk away
Only when I walk away
What am I gonna do with all this damn love
What am I gonna do with all this
Only when I walk away
Only when I walk away
She only love me when I walk away
Call me on the phone tell me baby please stay
She only love me when I walk away
Call the girl back and crying baby please stay
She only love me when I walk away
Call me on the phone tell me baby please stay
She only love me when I walk away
Call the girl back and crying baby please stay
She only love me when I walk away
Call me on the phone tell me baby please stay
She only love me when I walk away
Call the girl back and crying baby please stay
She only love me when I walk away
Call me on the phone tell me baby please stay
She only love me when I walk away
I said fuck you bitch me no care care what you say, hey"
Justin Timberlake,pair of wings,"If I had a pair of wings
I'd pick you and fly you far away from here
And you'd put your worries upon my shoulders, my dear
Now I know I can't save you
From the troubles of the world
And this sounds like such a silly thing
But if I could fly you away
With a big old pair of wings
And if I had a pair of wings
I'd pick you and fly you far away from here
And we'd fly so high up in the sky
Where the stars are so clear
And then I could save you
From the troubles of the world
And all you'd have to pack is your heart to bring
And there we are, you and me
Flying on a big ol' pair of wings
We keep getting older, the world keeps getting colder
Tell me when did we lose our way?
It's so hard not to lose your mind in such crazy days
And if I had one wish I know what I'd wish for
There's only one thing that'll do
I'll fly away on this pair of wings with you
If I had a pair of wings
I'd scoop you up we'd fly away and disappear
And you could put your worries upon my shoulders, my dear
Now I know I can't save you
From the troubles of the world
And this sounds like such a silly thing
But if I could fly you away
On a big old pair of wings
And if I had a pair of wings
I'd pick you and fly you far away from here
And I could stay right by your side and keep you so near
And then I could save you form the troubles of the world
And all you'd have to pack is your heart to bring
And there we are, you and me
Flying on a big ol' pair of wings
We keep getting older, the world keeps getting colder
Tell me when did we lose our way?
It's so hard not to lose your mind in such crazy days
And if I had one wish I know what I'd wish for
There's only one thing that'll do
I'll fly away on this pair of wings with you
If I had one wish I know what I'd wish for
There's only one thing that'll do
I'd fly away on this pair of wings with you
I said if I had one wish I know what I'd wish for
There's only one thing that'll do
I'd fly away on this pair of wings with you"
Justin Timberlake,please mr. Kennedy,"One second please!
Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
P-P-Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
I sweat when they stuff me in the pressure suits
Bubble helmet, Flash Gordon boots
Nowhere up there in gravity zero (outer, space)
I need to breathe, don't need to be a hero (outer, space)
Are you reading me loud and clear?
Oh!
Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
P-P-Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
I'm six-foot two, and so perhaps you'll
Tell me how to fit into a five foot capsule
I won't be known as man of the century
If I burn up upon reentry
Gotta red-blooded wife with a healthy libido
You'll lose her vote if you make her a widow
And who'll play catch out in the back with our kid?
Oh!
Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
Countdown!
Oh no!
Please Mr. Kennedy (Uh oh!)
I don't wanna go (please don't shoot me into outer space)
Please (oh please!)
Please (oh please!)
Please (oh please!)
Please don't shoot me into outer space!
Please (oh please!)
Please (oh please!)
Please don't shoot me into outer space!
Please Mr. Kennedy!"
Justin Timberlake,pose,"I saw you last night
(Freak, freak)
In the powder room
Talking to your girlfriends, your girlfriends
Who were lookin' in the mirror
(Freak, freak)
Lookin' so fine, Maybelline applying maybe later you'll give me your time
And let me take your picture
Let me take your picture
Let me take your picture
Come on baby
Won't you pose for my camera
Lookin' like a model, lookin' like a superstar
You're out of sight
I saw you last night
(Hey girl)
In the dicso dancing with your girlfriends, your girlfriends
Y'all were dancing to my shit like this
Shakin' hips, maybe I could capture you on camera and take a flick
Let me take your picture
Let me take your picture
Let me take your picture (hey girl)
Come on baby
Won't you pose for my camera
Lookin' like a model, lookin' like a superstar
You're out of sight
So pose pose pose
Only for my photos
Expose, expose
Those things you want to show
Just pose pose pose
Only for my photos
Expose, expose
Those things you want to show
Hey yo JT, let me holler at baby real quick
I got this new camera I want to try this out on her one time, dig this
Head, shoulders, feet and toes
Work that body go'on and pose
Please the crowd, easy now
Go ahead baby girl cheese and smile
She said mister, mister, would it be cool if I took a picture (picture)
To hang it on the wall with the rest of the best
I had her back in an hour or less
He say she say we say play
Doggy dog take it easy
It's time to expose
I'll break off the rolls
Now take off your clothes
Get real close up under the light
And do that thing
Sho your right
Now close the doors
Now you can really give it to me go on strike that pose
I saw you last night
(Hey girl)
At the café
But you wasn't with your girlfriends, your girlfriends
So I stepped up to ya
(Hey girl)
I pursued ya 'cause I couldn't stand to wait
Let's date (yeah)
That'd be great
Wait
Stop and picture, baby stop and picture, baby stop and picture
Me with you girl, you know I can handle ya
Treat you like a queen, treat you like a superstar
You're outta sight
Wait
Stop and picture, baby stop and picture, baby stop and picture
Me with you girl, you know I can handle ya
Treat you like a queen, treat you like a superstar
You're outta sight
So pose pose pose
Only for my photos
Expose, expose (come on strike that pose)
Those things you want to show
So pose pose pose (strike that pose)
Only for my photos
Expose, expose (strike that pose)
Those things you want to show
Aight check this out, baby girl
It's some real talk, I'm about to start my casting agency, so you know
I'm going to need to get these pictures with you real quick
Oh you wanna know the name of the casting agency?
Oh beautiful casting, only beautiful women
You know what I'm talking about?
Oh yah Justin gonna be working
The camera he's doing his thing while we're doing our thing
So you need to come up outta them clothes so we can pose
You know what I'm talking about
Freeze, froze, close the doors, yah strike that pose
That's what I'm talking about
Hey Will you dig that, it's baging right here
Yah, come on
I know you like it
Strike that pose (come on)
I know you like it
Strike that pose"
Justin Timberlake,pusher love girl,"Hey little mama
Ain't gotta ask me if I want to
Tell me, can I get a light?
Roll you up and let it run through my veins
'Cause I can always see the farthest stars when I'm on you
I don't wanna ever come down from this cloud of loving you
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you baby
You're my little pusher love girl (Ain't ya?)
Just my little pusher love girl
Now hey little mama
I love this high we're onto
And I know that you're somebody
Won't run out anytime soon
You gave me a taste, now I know there's no gettin' off you
I don't wanna ever come down off this type of lovin' you
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you baby
You're my little pusher love girl (Ain't ya?)
Just my little pusher love girl
Since you came around, I've been living a different life
I don't wanna come down from this love I got on high
People call me a user, but I want you
To go on and use me too
Nothin' else will do, all I want you, baby
You know who you are
Now you got me hopped up on that
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Roll me up
Cause all I want is you, baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Look me up
Cause all I want is you baby
One more time
Pusher love
So high I'm on the ceiling baby
Be my drug
So gon' and be my dealer baby
Roll me up
'Cause all I want is you baby
Pusher love
So high I'm on the ceiling baby
Your my drug
So gon' and be my dealer baby
Look me up
'Cause all I want is you, baby
You're my little pusher love girl, so sweet, yes you are
Just my little pusher love girl (Ain't ya?)
She's my little pusher love girl
Sing it, pusher love
I'm just a, junkie for your love
I'm just a, junkie for your love (Come on)
Now I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a junkie for your love (Break it down)
My heroine, my cocaine, my plum wine, my MDMA
I'm hopped up on it, it won't go away
Now I can't wait 'til I get you home and get you in my veins (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, junkie for your love (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, I'm just a, junkie for your love
Uh, my nicotine, my blue dream, my hydroponic candy jelly bean
Did you fix me up, I'm your number one fiend
Be my little pill and just creep into my blood stream
Bloodshot eyes, I'm hoped up on it
You ain't gotta think twice, just hop up on it
There's a million names for your kind of chronic
Uh, that pusher love, that's what I call it (Pusher love)
I'm just a, junkie for your love (I'm hopped up on it)
Now I'm just a, junkie for your love
Let me hear you say pusher love
I'm just a, junkie for your love (I'm hopped up on it)
And now I'm just a, junkie for your love (Pusher love)"
Justin Timberlake,release,"Alright, hey! Clap! Oh!
I need ya girl.
Ay, I really need ya.
I need ya girl.
I think I'm gaining control.
So here the party goes,
With all my trees in the back.
Who needs a bodyguard?
I think I need to RELEASE
I'm out of control, I'm
Out of body, release.
I'm out of control, who's
Scared to party? RELEASE
I'm out of control."
Justin Timberlake,right for me,"I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
Little baby with the sun dress on
Looking so damn right you're wrong
Make me want to write my own little song for you
The way the thing just wiggle in the air
Turn around and then you flip your hair
I could think of a couple positions for you
Your wasting no time talking to me
Must be something you want me to see
Well baby girl don't mind me if I do
So take the stage just show me what you got
Feeling lucky let me touch your spot
Might be leaving with me before the night is through
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
Your body's saying things I ain't never heard
You did the shake-shake and I kinda went berserk
Gotta give it to you girl you're one of a kind
When you took my hand up so calm
Touched it to your cherry lip balm
A million nasty things went through my mind
So baby tell me what you're doing later on
'Cause I'm thinking me and you could get along
Baby girl don't mind me if I do
So take the stage just show me what you got
Feeling lucky let me touch your spot
Might be leaving with me before the night is through
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
(You might be right for me)
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
(Yea, yea, work that thing right)
Yea, Bubba come stumblin' in
Get up huntin' 'betty' with Justin and them
We must be the fliest of southerner men
That's your girl, well buddy don't fumble it then
You better get her, I'm totally into my zone
Come on girl, close your eyes pretend it's your home
I will be puttin' my signature on
That thing I don't even want to finish the song, let's go
I'm gettin' discouraged with her
Too late now her friend, I surely prefer
Listen to every word that I slur
Other dudes be huggin' and nourishin' her, not me
I bet you remember the night
Good ol' Bubba K came into her life
Test the water let me know if the temperature right
Thank you ma'am, its certainly been a delight, uh-huh
I got plans tonight
And you, you know what I like
And you're approaching me right
But I gotta make sure it's right for me
(Make sure it's right for me, yea)
I got plans tonight
And you, you know what I like
And you're approaching me right
But you gotta work that thing right for me
(Work that thing right, yea)
I got plans tonight
And you, you know what I like
(You know what I like)
And you're approaching me right
But I gotta make sure it's right for me
I got plans tonight
And you, you know what I like
(You know what I like)
And you're approaching me right
But you gotta work that thing right for me
(So right for me)
Hey, hey
So right for me
You so right for me"
Justin Timberlake,rock your body,"Don't be so quick to walk away (Dance with me)
I wanna rock your body, please stay (Dance with me)
You don't have to admit you wanna play (Dance with me)
Just let me rock you till the break of day (Dance with me)
Got time, but I don't mind
Just wanna rock you, girl
I'll have whatever you have
Come on let's give it a whirl
See, I've been watchin' you
And I like the way you move
So go 'head, girl, just do it
That ass shakin' thing you do
So you grab your girls and you grab a couple more
And you all could meet me in the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left, then you sail to the right
Don't be so quick to walk away (Dance with me)
I wanna rock your body, please stay (Dance with me)
You don't have to admit you wanna play (Dance with me)
Just let me rock you till the break of day (Dance with me)
I don't mean no harm
Just wanna rock you, girl
We could move, but we
Let's go, let's give it a whirl
See, it appears to me
You like the way I move
I tell you what I'm gon' do
Pull you close to share my groove
So you grab your girls and you grab a couple more
And you all could meet me in the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left, then you sail to the right
Don't be so quick to walk away (Dance with me)
I wanna rock your body, please stay (Dance with me)
You don't have to admit you wanna play (Dance with me)
Just let me rock you till the break of day (Dance with me)
No disrespect, I don't mean no harm
{Talk to me, boy} I can't wait to have you in my arms
{Talk to me, boy} Hurry up 'cause you're takin' too long
{Talk to me, boy} Bet I'll have you naked by the end of this song
So what did you come here for {I came to dance with you}
You don't wanna hit the floor {Get some romance with you}
Been searchin' for love for evermore {I'll take a chance}
If love is here on the floor, girl
Yeah
Dance with me
Yeah
Come on, baby
Don't be so quick to walk away (Dance with me)
I wanna rock your body, please stay (Dance with me)
You don't have to admit you wanna play (Dance with me)
Just let me rock you till the break of day (Dance with me)
No disrespect, I don't mean no harm
{Talk to me, boy} I can't wait to have you in my arms
{Talk to me, boy} Hurry up 'cause you're takin' too long
{Talk to me, boy} Bet I'll have you naked by the end of this song
Don't be so quick to walk away (I was just thinkin' of you)
Don't be so quick to walk away (We could do somethin')
Don't be so quick to walk away (I like the way you look right now)
Don't be so quick to walk away (Come over here, baby)
Are you feelin' me
Let's do somethin'
Let's make a bet
'Cause I-I bet I'll have you naked by the end of this song"
Justin Timberlake,role model,"You gotta bare with me
Cause I’m, I don’t do this but fuck it
See what happens, no rules right?

[Justin Timberlake]
Come here baby, tell me what you doing with him?
I bet you’ll want me once you catch up to my rhythm
You gotta pay attention to me like a symptom
This shit got me amped up, Ritalin
Now don’t be fool, I ball like a Laker
I wipe that smelly shit away like erasers
And I never missed the mark like a maker
But you know I’m from the south, yeah-yer
Maybe me standing here pisses you off
Maybe you should be more like me, involved
I’m going hard like the opposite of soft
Now clap on clap on applause
Maybe you just mad cause I am who you wanna be
Maybe I’m a canvas you paint what you wanna see
Maybe you’re right, maybe I’m an asshole
Oops, did I take it too far? Super Bowl
I’ma still grab my balls, I’m on a roll
Yeah I’m that white boy shooting free throws
Automatic, Kobe but 2 to go
You need a role model, fuck it, you can play the role

[Free]
Freeze (now put your fingers up)
I got a rocket in my pocket
Everybody on their knees
That means I make the rules so pay attention to me
You don’t want to piss me off
Cause I might fuck around and squeeze
You can get you some of these nuts

[Hook - Elliott Ives/Justin Timberlake]
Cause I’m going in my own direction
If you don’t like it you can cut your TV off
Do it at your own discretion
And no apologies I’m on one soaking love
Role model, a role model, a role model
I’m not a role model, I’m not a role model
Role model, a role model, a role model
I’m not a role model, I’m not a role model
You need a role model, fuck it, you can play the role
You need a role model, fuck it, you can play the role

[Verse 2 - Free]
Freeze, you think I give a damn or worry about what these suckers think of me?
Baby my name is Free and I do whatever I please
So keep it pretty, these bitches 7 inches away from me
Or they might end up on these, nuts

[Hook - Elliott Ives/Justin Timberlake]
Cause I’m going in my own direction
If you don’t like it you can cut your TV off
You can view it at your own discretion
And no apologies I’m on one soaking love
Role model, a role model, a role model
I’m not a role model, I’m not a role model
Role model, a role model, a role model
I’m not a role model, I’m not a role model

[Verse 3 - Free]
I ain’t your mama, your daddy, your granny, cousin or uncle
In fact, I don’t even know you, you follow me on my Twitter
But that don’t mean that you know me
So tell me how did you figured that I’m supposed to be bigger
And try to handle my temper
But if you knew me remember, the 25 of December
When I just happened to reason because I’m the preacher
And yes I’m breaking some habits, no matter how hard you push
You can judge me or love me
Or you can grow you some nuts

[Hook - Elliott Ives/Justin Timberlake]
Cause I’m going in my own direction
If you don’t like it you can cut your TV off
You can view it at your own discretion
And no apologies I’m on one soaking love
Role model, a role model, a role model
I’m not a role model, I’m not a role model
Role model, a role model, a role model
Role model, a role model, a role model
You need a role model, fuck it, you can play the role
You need a role mo"
Justin Timberlake,sauce,"Juice, juice is temporary, you know
Anyone can obtain the juice or something
I mean, you could say that just 'cause you got a nice car or something, like
""Oh, man, he got the juice, "" you know, it's something that kind of comes and goes
But the sauce, the sauce is forever
Ooh, sauce
Uh, you got all of it
Yeah
You know, you got all of it
You got all of it
Go 'head
Ooh, I love your pink, you like my purple
You must be God herself, can I come worship?
Let's make some new details, just for your journal
'Cause you keep lookin' at me with those eyes like you know somethin' I don't
So, go ahead, say I won't
Ain't nothin' to it but to do it, throw away that phone
'Cause I know you missed a snap on a another, I can name three or four
But you keep lookin' at me with those eyes like you know somethin' I don't
Hold up
Ooh, ooh, somethin' comes over me
It's all these loose screws when you get close to me
It's like too much to describe, yeah, it's enough for two lives
And I could never stand by nothing but at least I'm gon' try
Ooh, I love your pink, you like my purple
That color right between those, that's where I worship
Let's make some new details up in your journal
'Cause you keep lookin' at me with those eyes like you know somethin' I don't
So, go ahead, say I won't
Ain't nothin' to it but to do it, throw away that phone
'Cause I know you missed a snap on a another, I can name three or four
But you keep lookin' at me with those eyes like you know somethin' I don't
Hold up
Ooh, ooh, somethin' comes over me
It's all these loose screws when you get close to me
It's like too much to describe, yeah, it's enough for two lives
And I could never stand by nothing but at least I'm gon' try
Four times, huh
Yeah, break it down, woo!
Uh huh
So, so, so, go ahead, say I won't
Ain't nothin' to it but to do it, throw away that phone
'Cause I know you missed a snap on a another, I can name three or four
But you keep lookin' at me with those eyes like you know somethin' I don't
Hold up
Ooh, ooh, somethin' comes over me
It's all these loose screws when you get close to me
It's like too much to describe, yeah, it's enough for two lives
And I could never stand by nothing but at least I'm gon' try
Ooh, ooh, somethin' comes over me (over me)
It's all these loose screws when you get close to me (yeah)
It's like too much to describe, yeah, it's enough for two lives
And I could never stand by nothing but at least I'm gon' try
Uh, ooh, sauce
You got all of it, go 'head
Ooh, sauce
Go 'head, you got all of it, huh
Ooh, sauce
Uh, yeah, you got all of it, go 'head
Ooh, sauce
Go 'head, you got all of it, uh"
Justin Timberlake,say something,"Oh, yeah, alright
Ooh (yeah)
Everyone knows all about my direction
And in my heart somewhere I wanna go there
Still I don't go there
Everybody says ""say something""
Say something, say something
Then say something, say something, then say something
I don't wanna get caught up in the rhythm of it
But I can't help myself, no, I can't help myself, no, no
Caught up in the middle of it
No I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have
Everyone knows all about my transgressions
Still in my heart somewhere, there's melody and harmony
For you and me, tonight (whoa)
I hear them call my name
Everybody says ""say something""
Then say something, say something
Then say something, say something then say something
I don't want to get caught up in the rhythm of it
But I can't get help myself, no I can't help myself, no, no
Caught up in the middle of it
No I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Sometimes the greatest the way to say something is to say nothing at all
Sometimes the greatest the way to say something is to say nothing at all
Sometimes the greatest the way to say something is to say nothing
But I can't help myself, no I can't help myself, no, no
Caught up in the middle of it
No I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Maybe I'm looking something that I can't have (maybe I'm looking something that I can't have)
Sometimes the greatest the way to say something is to say nothing at all
Sometimes the greatest the way to say something is to say nothing at all
Sometimes the greatest the way to say something is to say nothing"
Justin Timberlake,senorita,"Ladies and gentlemen
It's my pleasure to introduce to you
He's a friend of mine
Yes, yes I am
And he goes by the name
Justin
All the way
From Memphis, Tennessee
And he's got somethin' special for y'all tonight
He's gonna sing a song for y'all
About this girl
Come in right here?
Yeah, come on
On that sunny day
Didn't know I'd meet
Such a beautiful girl
Walking down the street
Seen those bright brown eyes
With tears coming down
She deserves a crown
But where is it now
Mamma listen
Senorita, I feel for you
You deal with things, that you don't have to
He doesn't love ya, I can tell by his charm
But you could feel this real love
If you just lay in my
Running fast in my mind
Girl don't you slow it down
If we carry on this way
This thing might leave the ground
How would you like to fly?
That's how my queen should arrive
But you still deserve the crown
Or hasn't it been found?
Mamma listen
Senorita, I feel for you
(Feel for you)
You deal with things, that you don't have to
(No, no)
He doesn't love ya, I can tell by his charm
(He don't love ya baby)
But you could feel this real love
(Feel it)
If you just lay in my
Ah, ah, arms
(Won't you lay in my)
Ah, ah, arms
(Mama lay in my)
Ah, ah, arms
(Baby won't you lay in my)
Ah, ah, arms
When I look into your eyes
I see something that money can't buy
And I know if you give us a try
I'll work hard for you girl
And no longer will you ever have to cry
Senorita, I feel for you
You deal with things, that you don't have to
(Deal with things you don't have to)
He doesn't love ya, I can tell by his charm
(No, no)
But you could feel this real love
(Feel it)
If you just lay in my
Ah, ah, arms
(Whoa)
Ah, ah, arms
(My baby)
Ah, ah, arms
(Oh, yea)
Ah, ah, arms
When I look into your eyes
I see something that money can't buy
And I know if you give us a try
I'll work hard for you girl
You won't ever cry
Now listen
I wanna try somethin' right now
See they don't do this anymore
I'm a sing something
And I want the guys to sing wit' me
They go
""It feels like something's heating up, can I leave with you?""
And then the ladies go
""I don't know what I'm thinking bout, really leaving with you""
Guys sing
It feels like something's heating up, can I leave with you?
And ladies
I don't know what I'm thinking bout, really leaving with you
Feels good don't it, come on
It feels like something's heating up, can I leave with you?
Yea, ladies
I don't know what I'm thinking bout, really leaving with you
Show the good to me
Sing it one more time
It feels like something's heating up, can I leave with you?
Ladies
I don't know what I'm thinking bout, really leaving with you
Yea, yea
It feels like something's heating up, can I leave with you?
Ladies
I don't know what I'm thinking bout, really leaving with you
Gentlemen, good night
Ladies, good morning
That's it"
Justin Timberlake,september,"Do you remember
The 21st night of September?
Love was changing the minds of pretenders
While chasing the clouds away
Our hearts were ringing
In the key that our souls were singing
As we danced in the night
Remember how the stars stole the night away
Ba de ya - say do you remember
Ba de ya - dancing in September
Ba de ya - never was a cloudy day
My thoughts are with you
Holding hands with your heart to see you
Only blue talk and love
Remember how we knew love was here to stay
Now December found the love we shared in September
Only blue talk and love
Remember, the true love we share today
Ba de ya - say do you remember
Ba de ya - dancing in September
Ba de ya - never was a cloudy day
Ba de ya - say do you remember
Ba de ya - dancing in September
Ba de ya - never was a cloudy day
The bell was ringing, aha
Our souls were singing
Do you remember
Never was a cloudy day
Ba de ya - say do you remember
Ba de ya - dancing in September
Ba de ya - never was a cloudy day
Ba de ya - say do you remember
Ba de ya - dancing in September
Ba de ya - never was a cloudy day
Break it down for me
Say do you remember
Dancing in September
Ba de ya
Say do you remember
Do you remember?
Ba de ya - dancing in September (dancing in September)
Ba de ya - never was a cloudy day
Uh huh! (bring it back now)
Come on (bring it back now)
Dancing in September
Uh huh!
All the way down to the summer"
